url,chunk_number,content
https://successportal.collegec.on.ca/students/docs/detail/11?filename=Resume-Checklist.pdf,0,Resume Checklist Save Send Feedback Add experience [LINK: /students/experiences/add/from/document/1003706] Guide for reviewing your resume. Visit Document [LINK: /students/docs/GoTo/11] Featured Document Choosing a Second Program at College [LINK: /students/docs/detail/218/choosing-second-program-at-con] Discover how to choose a second program at College and what supports are available to you. Related Topics Resume Resources [LINK: /students/Resources/Topic/171] × Feedback Comments Send Feedback Close
https://successportal.collegec.on.ca/students/docs/detail/19?filename=Professional-References.pdf,0,"References Save Send Feedback Add experience [LINK: /students/experiences/add/from/document/1003714] Tips for developing references to support your job search. Visit Document [LINK: /students/docs/GoTo/19] Featured FAQ What steps do I need to take to update my College International Student file? [LINK: /students/Faqs/detail/26/what-steps-do-i-need-to-take-t] To update your College International Student file, new arrivals must also complete the following steps:Upload you study permit in the ""Uploaded Documents"" tab and add you study permit details under ""Manage Visa Information"" tab on the College International Registration PortalUpdate your local... Related Topics Interview [LINK: /students/Resources/Topic/35] Graduate Job Search [LINK: /students/Resources/Topic/109] Student Job Search [LINK: /students/Resources/Topic/110] Resume Resources [LINK: /students/Resources/Topic/171] × Feedback Comments Send Feedback Close"
https://successportal.collegec.on.ca/students/docs/detail/77?filename=Portfolio.pdf,0,"Portfolio Development Save Send Feedback Add experience [LINK: /students/experiences/add/from/document/1250283] A professional portfolio can be a powerful job search, networking and interview tool. This resources explores the different types of portfolios and the benefits of using a portfolio to support job search. Visit Document [LINK: /students/docs/GoTo/77] Featured Link Minitab [LINK: /students/Links/detail/59/minitab] Help and how-to overview of Minitab. Related Topics Portfolio [LINK: /students/Resources/Topic/18] Resume Resources [LINK: /students/Resources/Topic/171] × Feedback Comments Send Feedback Close"
https://successportal.collegec.on.ca/students/docs/detail/13?filename=Functional-Resume-Worksheet.pdf,0,"Functional Resume Worksheet Save Send Feedback Add experience [LINK: /students/experiences/add/from/document/1003708] A tool to help you develop your resume using a functional format. Visit Document [LINK: /students/docs/GoTo/13] Featured FAQ How do I get my ONE Card? [LINK: /students/Faqs/detail/2/how-do-i-get-my-one-card] Please review the Get Your Card webpage for instructions on uploading your ONE Card photo, information about how you will receive your card, and more. You can also read the ONE Card frequently asked questions. If you move after you upload your photo, please keep your address up to date on the... Related Topics Resume Resources [LINK: /students/Resources/Topic/171] × Feedback Comments Send Feedback Close"
https://successportal.collegec.on.ca/students/docs/detail/14?filename=Curriculum-Vitae.pdf,0,Creating a CV - Curriculum Vitae Save Send Feedback Add experience [LINK: /students/experiences/add/from/document/1003709] A guide for developing a Curriculum Vitae. Visit Document [LINK: /students/docs/GoTo/14] Featured Link Methods of Solving Linear Differential Equations [LINK: /students/Links/detail/74/methods-of-solving-linear-diff] A brief overview on the various methods used to solve linear differential equations. Related Topics Educational Planning [LINK: /students/Resources/Topic/26] Resume Resources [LINK: /students/Resources/Topic/171] × Feedback Comments Send Feedback Close
https://successportal.collegec.on.ca/students/docs/detail/5?filename=Components-of-a-Resume.pdf,0,"Components of a Resume Save Send Feedback Add experience [LINK: /students/experiences/add/from/document/1003700] It is important to determine which style of resume will best highlight your skills, qualifications and experience to the employer. This resource will help you understand the components of a resume and which style of resume is right for you. Visit Document [LINK: /students/docs/GoTo/5] Featured Document Understanding the Job Posting [LINK: /students/docs/detail/43/understanding-job-posting] How to carefully review a job posting to assess the responsibilities and qualifications associated with the position to assess your fit and customize your application. Related Topics Resume Resources [LINK: /students/Resources/Topic/171] × Feedback Comments Send Feedback Close"
https://successportal.collegec.on.ca/students/docs/detail/12?filename=Chronological-Resume-Worksheet.pdf,0,Chronological Resume Worksheet Save Send Feedback Add experience [LINK: /students/experiences/add/from/document/1003707] A tool to help you develop your resume using a chronological format. Visit Document [LINK: /students/docs/GoTo/12] Featured FAQ How do I approach group work? [LINK: /students/Faqs/detail/64/how-do-i-approach-group-work] How do I work in groups? Related Topics Resume Resources [LINK: /students/Resources/Topic/171] × Feedback Comments Send Feedback Close
https://successportal.collegec.on.ca/students/faqs/detail/33/how-can-i-get-help-with-my-res,0,"How can I get help with my resume? Save Send Feedback Add experience [LINK: /students/experiences/add/from/faq/4086177] Current students are encouraged to use the VMock platform to create a resume or receive feedback on a resume. Access VMock here [LINK: https://shibboleth.vmock.com/vmock/shib/Shibboleth.sso/Login?entityID=https%3A%2F%2Fsts.windows.net%2F4ddd393a-e98a-4404-841f-c4becdd925a5%2F&target=https%3A%2F%2Fshibboleth.vmock.com%2Fvmock%2Fshib%2Findex.php%3Freturn%3Dhttps%253A%252F%252Fwww.vmock.com%252Flogin%252F%253Fprovider%253Dshibbo_college%2526state%253DwjRCJ9DZBiR9rTH8xZbB4y3bZquyo5iaxLESwqth.college] and use your College email and password to gain access Career Services also offers workshops, resume resources, and other resume support. Please visit the Career Services page [LINK: https://successportal.collegec.on.ca/s/career] for more information. Featured Info Page Before Your Assessment [LINK: /students/InfoPages/detail/42/before-your-assessment]"
https://successportal.collegec.on.ca/students/faqs/detail/33/how-can-i-get-help-with-my-res,1,Featured Info Page Before Your Assessment [LINK: /students/InfoPages/detail/42/before-your-assessment] Tips of what to do before writing in the Test Centre Related Topics Resume Resources [LINK: /students/Resources/Topic/171] × Feedback Comments Send Feedback Close
https://successportal.collegec.on.ca/students/docs/detail/305?filename=Chronological-Sample-Resume.pdf,0,"Engineering & Technology Resume, Chronological Style Save Send Feedback A strong resume is key to landing interviews. This chronological style resume for a student or new grad seeking employment in engineering or technology is an example of how to present skills and experience with confidence and clarity. Visit Document [LINK: /students/docs/GoTo/305] Featured Link Algebra Practice Test [LINK: /students/Links/detail/51/algebra-practice-test] This online multiple-choice algebra practice test includes solving equations, creating equations from word problems, factoring, and more. Get immediate feedback after completing the test with solutions included. Related Topics Resume Samples [LINK: /students/Resources/Topic/170] × Feedback Comments Send Feedback Close"
https://successportal.collegec.on.ca/students/docs/detail/307?filename=IT-Competency-Resume.pdf,0,"Computer Science & I/T Resume, Competency-Based (Functional) Style Save Send Feedback A strong resume is key to landing interviews. This competency-based (functional) resume for a student or new grad seeking roles in computer science or I/T is an example of how to present skills and experience with confidence and clarity. Visit Document [LINK: /students/docs/GoTo/307] Featured Document How To Upload Documents on the HSTrax Community [LINK: /students/docs/detail/176/how-to-upload-documents-on-hst] uploading instructions Related Topics Resume Samples [LINK: /students/Resources/Topic/170] × Feedback Comments Send Feedback Close"
https://successportal.collegec.on.ca/students/docs/detail/304?filename=ECE-Resume-Sample.pdf,0,"Community Services Resume, Chronological Style Save Send Feedback A strong resume is key to landing interviews. This chronological style resume for a student or new graduate seeking employment within community services is an example of how to present skills and experience with confidence and clarity. Visit Document [LINK: /students/docs/GoTo/304] Featured FAQ How many hours I am permitted to work as an international student? [LINK: /students/Faqs/detail/12/how-many-hours-i-am-permitted-] Please use this Work Eligibility Self Assessment Tool (WESAT) link to determine your work eligibility as a student. Related Topics Resume Samples [LINK: /students/Resources/Topic/170] × Feedback Comments Send Feedback Close"
https://successportal.collegec.on.ca/students/docs/detail/303?filename=Nursing-Resume.pdf,0,"Health & Life Sciences Resume, Chronological Style, Sample #2 Save Send Feedback A strong resume is key to landing interviews. This chronological style resume for a student or new graduate seeking employment in the health and life sciences field is an example of how to present skills and experience with confidence and clarity. Visit Document [LINK: /students/docs/GoTo/303] Featured Link Matrices and vectors practice [LINK: /students/Links/detail/35/matrices-and-vectors-practice] Matrices and vectors practice problems. Related Topics Resume Samples [LINK: /students/Resources/Topic/170] × Feedback Comments Send Feedback Close"
https://successportal.collegec.on.ca/students/docs/detail/302?filename=Office-Admin-Functional-Resume.pdf,0,"Business Resume, Skills Based (Functional) Style Save Send Feedback A strong resume is key to landing interviews. This skills-based (functional) resume for a student or new grad seeking employment in the business sector is an example of how to present skills and experience with confidence and clarity. Visit Document [LINK: /students/docs/GoTo/302] Featured Document SIN Information [LINK: /students/docs/detail/106/sin-information] This resource was created by Service Canada to give newcomers to Canada information about how to get their social insurance number (SIN). Related Topics Resume Samples [LINK: /students/Resources/Topic/170] × Feedback Comments Send Feedback Close"
https://successportal.collegec.on.ca/students/docs/detail/301?filename=Post-Grad-Chronological.pdf,0,"Business Resume, Chronological Style Save Send Feedback A strong resume is key to landing interviews. This chronological style resume for a student or new graduate seeking employment in the field of business is an example of how to present skills and experience with confidence and clarity. Visit Document [LINK: /students/docs/GoTo/301] Featured Document In-Person Job Interview Tips [LINK: /students/docs/detail/29/in-person-job-interview-tips] Tips on what to do and what not to do at an interview. Related Topics Resume Samples [LINK: /students/Resources/Topic/170] × Feedback Comments Send Feedback Close"
https://successportal.collegec.on.ca/students/docs/detail/306?filename=Electrical-Technician-Resume-Sample.pdf,0,"Trades & Apprenticeship Resume, Chronological Style, Sample #2 Save Send Feedback A strong resume is key to landing interviews. This chronological style resume for a student or new graduate seeking employment in the trades is an example of how to present skills and experience with confidence and clarity. Visit Document [LINK: /students/docs/GoTo/306] Featured Document Creating a Study Plan [LINK: /students/docs/detail/256/creating-study-plan] Learn how to and why it's important to create a study plan Related Topics Resume Samples [LINK: /students/Resources/Topic/170] × Feedback Comments Send Feedback Close"
https://successportal.collegec.on.ca/students/docs/detail/300?filename=Part-Time-Resume.pdf,0,"Hospitality & Culinary Arts Resume, Chronological Style, Part Time Save Send Feedback A strong resume is key to landing interviews. This chronological style resume for a student or new grad seeking employment in the hospitality or culinary field is an example of how to present skills and experience with confidence and clarity. Visit Document [LINK: /students/docs/GoTo/300] Featured Document Volunteering: The Benefits and How to Find Opportunities [LINK: /students/docs/detail/287/volunteering-benefits-and-how-] Volunteering can significantly boost your future job prospects by helping you gain valuable experience, develop skills, build your resume, and establish a network of references. Curious to learn more? Check out this tip sheet to discover how volunteering can be a game-changer for your future! Related Topics Resume Samples [LINK: /students/Resources/Topic/170] × Feedback Comments Send Feedback Close"
https://successportal.collegec.on.ca/students/docs/detail/299?filename=Automotive-Service-Technician-Resume.pdf,0,"Trades & Apprenticeship Resume, Chronological Style, Sample #1 Save Send Feedback A strong resume is key to landing interviews. This chronological style sample resume for a student or new graduate seeking employment in the trades is an example of how to present skills and experience with confidence and clarity. Visit Document [LINK: /students/docs/GoTo/299] Featured FAQ How do I answer multiple choice questions? [LINK: /students/Faqs/detail/57/how-do-i-answer-multiple-choic] How do I answer multiple choice questions? Related Topics Resume Samples [LINK: /students/Resources/Topic/170] × Feedback Comments Send Feedback Close"
https://successportal.collegec.on.ca/students/docs/detail/286?filename=Academic-Integrity-FAQs-for-Students.pdf,0,Academic Integrity FAQs for Students Save Send Feedback Get answers to your questions related to Academic Integrity Visit Document [LINK: /students/docs/GoTo/286] Featured Info Page Who is the Placement Officer/Contact for my program? [LINK: /students/InfoPages/detail/24/who-is-placement-officer-conta] Alphabetical list of programs with assigned Placement Officer × Feedback Comments Send Feedback Close
https://successportal.collegec.on.ca/students/infoPages/detail/20/assistive-software,0,"Assistive Software Save Send Feedback Add experience [LINK: /students/experiences/add/from/infopage/2866629] Assistive Software We have the following software available at all College campuses within the designated assistive technology space(s) [LINK: https://lib.collegec.on.ca/assistive-technology/hours-locations] . Read&Write For reading, writing, studying & research. Download links: Read&Write - Windows Set Up [LINK: https://fastdownloads2.texthelp.com/readwrite12/installers/ca/read&write.exe] Read&Write - Mac Setup [LINK: https://fastdownloads2.texthelp.com/readwritemac7/installers/read&write.dmg?_ga=2.10348597.1620579241.1571662788-848083162.1557423867] Read&Write - Chrome Browser Extension [LINK: https://chrome.google.com/webstore/detail/readwrite-for-google-chro/inoeonmfapjbbkmdafoankkfajkcphgd] Read&Write - Edge Browser Extension [LINK: https://microsoftedge.microsoft.com/addons/detail/readwrite-for-microsoft-/bjglhpoliipklkfjcahfefdlfpifcinb]"
https://successportal.collegec.on.ca/students/infoPages/detail/20/assistive-software,1,"Read&Write - Chrome Browser Extension [LINK: https://chrome.google.com/webstore/detail/readwrite-for-google-chro/inoeonmfapjbbkmdafoankkfajkcphgd] Read&Write - Edge Browser Extension [LINK: https://microsoftedge.microsoft.com/addons/detail/readwrite-for-microsoft-/bjglhpoliipklkfjcahfefdlfpifcinb] Choose the Microsoft Account option when logging in and use your College email and password. Read&Write is a literacy toolbar with text-to-speech as well as learning tools to support reading, writing, studying and research within common computer applications. The full version of Read&Write is available for all current College students and employees to download using the links above. For Read&Write for Chromebooks, iPad, or Android tablets, please email us [LINK: mailto:at@collegec.on.ca] . Training Resources: Quick Reference Guide [LINK: https://www.texthelp.com/Uploads/MediaLibrary/texthelp/US-Training-Documents/Read-Write-for-Windows-Quick-Reference-Guide-11-2F2018.pdf]"
https://successportal.collegec.on.ca/students/infoPages/detail/20/assistive-software,2,"Training Resources: Quick Reference Guide [LINK: https://www.texthelp.com/Uploads/MediaLibrary/texthelp/US-Training-Documents/Read-Write-for-Windows-Quick-Reference-Guide-11-2F2018.pdf] Training Guide [LINK: https://www.texthelp.com/Uploads/MediaLibrary/texthelp/US-Training-Documents/Read-Write-for-Windows-Quick-Start-Guide-USA-Jan-2019-(1).pdf] Read&Write for Windows Tutorials [LINK: https://www.youtube.com/playlist?list=PLvSZbmGbKpCQEi1OB-nu-wA5KexHppO9C] Read&Write Study Skills for Use in University (20 minute course) [LINK: https://training.texthelp.com/course/view.php?id=77] (Choose 'Login with Microsoft' and use your College email address and password) Dragon NaturallySpeaking Dragon NaturallySpeaking is a speech-to-text software program that allows you to turn your voice into text by speaking naturally. College provides access to the Windows version, but a mobile version is also available for you to purchase [LINK: https://www.nuance.com/dragon.html] . Quick links:"
https://successportal.collegec.on.ca/students/infoPages/detail/20/assistive-software,3,". Quick links: Get started using Dragon with these user guides [LINK: https://www.nuance.com/dragon/support/dragon-naturallyspeaking.html] Video - Dragon in action [LINK: https://www.youtube.com/watch?v=ImlKOA1MhlI] Mindomo Mindomo is a mind-mapping tool that can be used for: Brainstorming Capturing ideas and concepts Organizing written assignments and presentations Time and task management Users can access Mindomo online, as desktop software for Windows & Mac, as well as on Android, Chrome and iOS devices Access to Mindomo is available to students registered with Accessible Learning Services. Please reach out to AT@collegec.on.ca [LINK: mailto:mailto:AT@collegec.on.ca] or your Accessible Learning Advisor for more information. Quick links: Video - How to build a simple mind map with Mindomo [LINK: https://www.youtube.com/watch?v=DSnCEXpqi50] Video - How to create a mind map from your learning material [LINK: https://www.youtube.com/watch?v=83JXkIrc4wM] ZoomText"
https://successportal.collegec.on.ca/students/infoPages/detail/20/assistive-software,4,"Video - How to create a mind map from your learning material [LINK: https://www.youtube.com/watch?v=83JXkIrc4wM] ZoomText ZoomText Magnifier/Reader is a fully integrated magnification and reading program tailored for low-vision users. Magnifier/Reader enlarges and enhances everything on your computer screen, echoes your typing and essential program activity, and automatically reads documents, web pages, and email. Quick links: Get Started using ZoomText with these user guides [LINK: https://zoomtext.zendesk.com/hc/en-us?_ga=2.264405452.2125255696.1531494935-161026172.1531494935] Video - Introducing ZoomText 11 [LINK: https://www.youtube.com/watch?v=fhLV6ydGqWg] JAWS JAWS (Job Access With Speech) is a screen reader that allows students who are blind or visually impaired to navigate the Internet and most Windows-based applications with a text-to-speech output or by a Refreshable Braille display. Quick links:"
https://successportal.collegec.on.ca/students/infoPages/detail/20/assistive-software,5,"JAWS (Job Access With Speech) is a screen reader that allows students who are blind or visually impaired to navigate the Internet and most Windows-based applications with a text-to-speech output or by a Refreshable Braille display. Quick links: Get started using JAWS with these user guides [LINK: https://www.freedomscientific.com/products/blindness/jawsdocumentation] Video - Navigating Websites with JAWS [LINK: https://www.youtube.com/watch?v=3MUEyYoKwx0] Genio Notes Genio Notes is a recording and notetaking tool. Features: Record your lectures in class and online Add labels and notes Transcribe Compatibility: Chrome browser, Android, and iOS mobile devices Access to Genio Notes is available to students registered with Accessible Learning Services. Please reach out AT@collegec.on.ca [LINK: mailto:mailto:AT@collegec.on.ca] or your Accessible Learning Advisor for more information. Built-in Accessibility Features"
https://successportal.collegec.on.ca/students/infoPages/detail/20/assistive-software,6,"or your Accessible Learning Advisor for more information. Built-in Accessibility Features Most devices have powerful accessibility features already built into their operating systems. Our staff can help provide you with support to use your devices more effectively. Mac OS-X and iOS Accessibility Features On an Apple product, go to the ""Accessibility"" icon under the Settings icon to access the following tools: VoiceOver: screen reader Zoom: magnifier Display Accommodations like Dark mode Assistive Touch Text to Speech Quick links: Learn more about Mac OS-X and iOS Accessibility Features [LINK: https://www.apple.com/ca/accessibility/mac/] Video Playlist - Apple Accessibility [LINK: https://www.youtube.com/playlist?list=PLIl2EzNYri0cLtSlZowttih25VnSvWITu] Windows Accessibility Features On a Microsoft product, go to the ""Ease of Access Center"" in the computer's control panel. The Ease of Access Center provides access to the following tools: Magnifier Narrator: screen reader"
https://successportal.collegec.on.ca/students/infoPages/detail/20/assistive-software,7,"Magnifier Narrator: screen reader Windows Speech Recognition On- Screen Keyboard Quick links: Learn more about Windows Accessibility Features [LINK: https://support.microsoft.com/en-us/products/windows-accessibility?os=windows-10] Video - How to Customize Ease of Access Settings in Windows 10 [LINK: https://www.youtube.com/watch?v=xQMCMPbqeq8lity?os=windows-10] Featured Link Correlation and Regression [LINK: /students/Links/detail/29/correlation-and-regression] An explanation of calculating the correlation coefficient, the regression equation, exercises. × Feedback Comments Send Feedback Close"
https://successportal.collegec.on.ca/students/docs/detail/298?filename=Job-Search-and-Networking-Tracking-.pdf,0,"Tracking Your Job Search and Networking Save Send Feedback Staying organized, focused and motivated as you prepare for and conduct your job search is an essential part of success. Setting goals, tracking your applications and networking activities will help! Visit Document [LINK: /students/docs/GoTo/298] Featured Document Tracking Your Job Search and Networking [LINK: /students/docs/detail/298/tracking-your-job-search-and-n] Staying organized, focused and motivated as you prepare for and conduct your job search is an essential part of success. Setting goals, tracking your applications and networking activities will help! Related Topics Networking [LINK: /students/Resources/Topic/20] Graduate Job Search [LINK: /students/Resources/Topic/109] Student Job Search [LINK: /students/Resources/Topic/110] × Feedback Comments Send Feedback Close"
https://successportal.collegec.on.ca/students/docs/detail/297?filename=SE-_-Alumni-Digital-Resource-Guide.pdf,0,"Grad Launch Resource Guide Save Send Feedback Congratulations, soon-to-be graduate! As you prepare for life after graduation, this guide is designed to help you wrap up your time as a student and make the most of the resources available to you as a new graduate. Visit Document [LINK: /students/docs/GoTo/297] Featured Video Significant Digits [LINK: /students/Videos/detail/29/significant-digits] In this video, you will learn how to determine which digits are significant in a value. You will also learn how to maintain accuracy and precision when adding, subtracting, multiplying, and dividing. × Feedback Comments Send Feedback Close"
https://successportal.collegec.on.ca/students/docs/detail/296?filename=Understanding-Apprenticeships.pdf,0,"Understanding Apprenticeships Save Send Feedback An apprenticeship can lead to a very rewarding career. Learn more about essential steps to help you explore trades, assess your fit, and understand the certification process so you can make informed decisions and successfully build your career in the trades! Visit Document [LINK: /students/docs/GoTo/296] Featured Info Page Recording Devices [LINK: /students/InfoPages/detail/22/recording-devices] All items are available to borrow for a two-week loan from the Teach Me Tech Lab (room 2A501) at Doon. Related Topics Apprenticeships [LINK: /students/Resources/Topic/169] × Feedback Comments Send Feedback Close"
https://successportal.collegec.on.ca/students/docs/detail/295?filename=Apprenticeship-Pathway.pdf,0,Apprenticeship Pathway Save Send Feedback An apprenticeship involves several key steps. Review this tip sheet to understand the process an apprentice will typically go through that leads to certification as a Journey Person. Visit Document [LINK: /students/docs/GoTo/295] Featured Link Math self-assessment tool [LINK: /students/Links/detail/4/math-self-assessment-tool] This tool is designed to give you a better idea of what areas of math you need to focus on. Related Topics Apprenticeships [LINK: /students/Resources/Topic/169] × Feedback Comments Send Feedback Close
https://successportal.collegec.on.ca/students/docs/detail/38?filename=Fraudulent-Employers-and-Common-Job-Search-Scams.pdf,0,"Fraudulent Jobs and Scam Awareness Save Send Feedback Add experience [LINK: /students/experiences/add/from/document/1004989] When searching for a job, it is important to know the signs of a fraudulent job posting or employment scam. Learn about safe job search practices, how you can protect yourself from employment fraud, and where to go more for information. Visit Document [LINK: /students/docs/GoTo/38] Featured Document Job Fair Preparation [LINK: /students/docs/detail/178/job-fair-preparation] Job Fairs can be stressful. Learn what you can do before, during and after a job fair to make the best impression possible. Related Topics Graduate Job Search [LINK: /students/Resources/Topic/109] Student Job Search [LINK: /students/Resources/Topic/110] × Feedback Comments Send Feedback Close"
https://successportal.collegec.on.ca/students/docs/detail/175?filename=Working-On-Campus.pdf,0,"Working-on-Campus Save Send Feedback Add experience [LINK: /students/experiences/add/from/document/4091785] College College recruits numerous students for on-campus/work study opportunities each term. Various departments from College College will post their available student positions on the MyCareer 
job board. Visit Document [LINK: /students/docs/GoTo/175] Featured Document Labour Market Information Research Sites [LINK: /students/docs/detail/111/labour-market-information-rese] Sources for labour market information when researching and exploring your career options. Related Topics Student Job Search [LINK: /students/Resources/Topic/110] × Feedback Comments Send Feedback Close"
https://successportal.collegec.on.ca/students/docs/detail/40?filename=Helpful-Job-Search-Websites.pdf,0,Job Search Websites Save Send Feedback Add experience [LINK: /students/experiences/add/from/document/1005002] Helpful job search websites for students and new graduates seeking employment. Visit Document [LINK: /students/docs/GoTo/40] Featured Link Library Services: Assistive Math Technologies [LINK: /students/Links/detail/48/library-services-assistive-mat] Assistive Technology at College provides students with resources to make math learning easier from math screen readers to math equation editors. Related Topics Graduate Job Search [LINK: /students/Resources/Topic/109] Student Job Search [LINK: /students/Resources/Topic/110] × Feedback Comments Send Feedback Close
https://successportal.collegec.on.ca/students/docs/detail/32?filename=Cold-Calling.pdf,0,Cold Calling Save Send Feedback Add experience [LINK: /students/experiences/add/from/document/1003727] Cold calling is contacting an employer that you have not been in touch with before. It is one of the most effective ways of tapping into the hidden job market (jobs that are not advertised). Learn how to use this tool to support your job search. Visit Document [LINK: /students/docs/GoTo/32] Featured Document Flashcard Template [LINK: /students/docs/detail/258/flashcard-template] Here's how to set up your flashcards Related Topics Networking [LINK: /students/Resources/Topic/20] Graduate Job Search [LINK: /students/Resources/Topic/109] Student Job Search [LINK: /students/Resources/Topic/110] × Feedback Comments Send Feedback Close
https://successportal.collegec.on.ca/students/docs/detail/39?filename=Working-Part-Time-as-a-Student.pdf,0,"Working Part-Time When You Are A Student Save Send Feedback Add experience [LINK: /students/experiences/add/from/document/1004999] When you are looking for part-time work it is important to find something that will allow you to prioritize your studies. This resource discusses typical part-time student jobs, jobs on campus and common methods for searching for part-time work. Visit Document [LINK: /students/docs/GoTo/39] Featured FAQ What Post-Graduation Work Permit (PGWP) am I eligible for if my program is a one-year program completed in eight months (two semesters/one-year program)? [LINK: /students/Faqs/detail/18/what-post-graduation-work-perm] The academic program is considered a one-year program, therefore you should be eligible for a one-year PGWP. You can find your program length on the program webpage or on your Letter of Acceptance (LOA). Related Topics Student Job Search [LINK: /students/Resources/Topic/110] × Feedback Comments Send Feedback Close"
https://successportal.collegec.on.ca/students/docs/detail/45?filename=Disclosure-and-Accommodations-in-the-Workplace.pdf,0,"Disclosure and Accommodations in the Workplace Save Send Feedback Add experience [LINK: /students/experiences/add/from/document/1005015] This resource examines the timing, advantages, disadvantages and things to consider when considering disclosure and accommodations requests during the recruitment  process. Visit Document [LINK: /students/docs/GoTo/45] Featured Document Understanding the Job Posting [LINK: /students/docs/detail/43/understanding-job-posting] How to carefully review a job posting to assess the responsibilities and qualifications associated with the position to assess your fit and customize your application. Related Topics Interview [LINK: /students/Resources/Topic/35] Graduate Job Search [LINK: /students/Resources/Topic/109] Student Job Search [LINK: /students/Resources/Topic/110] Equity, Diversity and Inclusion [LINK: /students/Resources/Topic/168] × Feedback Comments Send Feedback Close"
https://successportal.collegec.on.ca/students/docs/detail/294?filename=Equity%2C-Diversity-and-Inclusion-in-the-Workplace-Resources.pdf,0,"Equity, Diversity and Inclusion (EDI) in the Workplace Resources Save Send Feedback This tip sheet offers key resources for researching employers, finding EDI-focused job postings, and understanding related legislation. Whether you're starting out or advancing your career, these tools will help you navigate EDI with insight and confidence. Visit Document [LINK: /students/docs/GoTo/294] Featured Document Study Smarter [LINK: /students/docs/detail/255/study-smarter] Employ these strategies to study in a smarter way to help you retain information. Related Topics Graduate Job Search [LINK: /students/Resources/Topic/109] Student Job Search [LINK: /students/Resources/Topic/110] Equity, Diversity and Inclusion [LINK: /students/Resources/Topic/168] × Feedback Comments Send Feedback Close"
https://successportal.collegec.on.ca/students/docs/detail/293?filename=Virtual-Writing-Services-Drop-in.pdf,0,Writing Services Virtual Drop-in Schedule Spring 2025 Save Send Feedback Virtual drop-in schedule for Writing Services Visit Document [LINK: /students/docs/GoTo/293] Featured Document Behavioural Based Interview Questions [LINK: /students/docs/detail/86/behavioural-based-interview-qu] Provides examples of questions used in a behavioural-based interview format. × Feedback Comments Send Feedback Close
https://successportal.collegec.on.ca/students/infoPages/detail/49/ssa-drop-in,0,"SSA Drop-In Save Send Feedback We provide both virtual and in-person drop-in options for students to connect with Student Success Advisors: Zoom Drop-In [LINK: https://collegec.zoom.us/my/kimberlygingras] Monday to Friday | 1:00 PM – 2:00 PM Monday to Friday | 1:00 PM – 2:00 PM Featured Document Computer Science and I/T Competency Style (functional) Resume Sample [LINK: /students/docs/detail/69/computer-science-and-i-t-compe] A sample resume for those seeking employment in the computer science or IT sector using a competency based (functional) format. For more resume examples, visit our ‘Resume Samples’ topic area. × Feedback Comments Send Feedback Close"
https://successportal.collegec.on.ca/students/docs/detail/289?filename=2025-Spring_Planner_DIGITAL.pdf,0,2025 Spring Semester Planner Save Send Feedback Use this planner to stay organized this semester. Visit Document [LINK: /students/docs/GoTo/289] Featured Document The Job Offer [LINK: /students/docs/detail/44/job-offer] Negotiating a job offer can be stressful and intimidating. This resource provides some helpful tips for negotiating an offer of employment. Related Topics Time Management [LINK: /students/Resources/Topic/31] × Feedback Comments Send Feedback Close
https://successportal.collegec.on.ca/students/docs/detail/292?filename=Writing-Services-Drop-in.pdf,0,Writing Services Drop-in Schedule Spring 2025 Save Send Feedback Writing Services In-Person Drop-In Hours Visit Document [LINK: /students/docs/GoTo/292] Featured FAQ How do I find time for everything? [LINK: /students/Faqs/detail/46/how-do-i-find-time-for-everyth] How do I manage my time? × Feedback Comments Send Feedback Close
https://successportal.collegec.on.ca/students/infoPages/detail/52/repeating-courses,0,Repeating Courses Save Send Feedback Students may attempt a course 2 times. A student wishing to register for a third time must have approval from the Academic Administrator with academic responsibility for the program. Please see Part 4: “Repeated Courses” in the Academic Advancement and Achievement Policy for more information. Featured Document The Cornell Method of Note-Taking [LINK: /students/docs/detail/250/cornell-method-of-note-taking] Learn how to use the Cornell method of notetaking × Feedback Comments Send Feedback Close
https://successportal.collegec.on.ca/students/infoPages/detail/51/learning-plan-and-learning-con,0,Learning Plan and Learning Contract Save Send Feedback A Learning Plan is a document developed between a student on Probation 1 [LINK: https://www.collegec.on.ca/admissions/registrar-office/grading-transcripts#:~:text=first%20probation%20(p1)] and a Student Success Advisor and is used to plan strategies that will support a student’s success. A Learning Contract is a formal agreement between the College and a student on Probation 2 [LINK: https://www.collegec.on.ca/admissions/registrar-office/grading-transcripts#:~:text=second%20probation%20(p2)] outlining specific achievement requirements for the student. Learning Contracts are required when students are on probation for a second time. Students on probation will receive an email from the Office of the Registrar to initiate the Learning Plan or Learning Contract process. Featured Link Math Services Videos - Probability and Statistics [LINK: /students/Links/detail/76/math-services-videos-probabili]
https://successportal.collegec.on.ca/students/infoPages/detail/51/learning-plan-and-learning-con,1,Featured Link Math Services Videos - Probability and Statistics [LINK: /students/Links/detail/76/math-services-videos-probabili] Math videos created by Math Consultants at College College on probability and statistics topics. × Feedback Comments Send Feedback Close
